#Player ID,#LastName,#FirstName,#Jersey Num,#Position,#Height,#Weight,#Birth Date,#Age,#Birth City,#Birth Country,#Rookie,#Team ID,#Team Abbr.,#Team City,#Team Name
9560,Antetokounmpo,Thanasis,43,SF,"6'7""",205,18/7/92,25,Rost,Greece,N,83,NYK,New York,Knicks
9214,Anthony,Joel,50,C,"6'9""",245,9/8/82,35,"Montreal, QC",Canada,N,106,SAS,San Antonio,Spurs
9369,Anthony,Carmelo,7,SF,"6'8""",240,29/5/84,33,"Brooklyn, NY",USA,N,83,NYK,New York,Knicks
9235,Ariza,Trevor,1,SF,"6'8""",215,30/6/85,32,,,N,109,HOU,Houston,Rockets
9198,Arthur,Darrell,0,PF,"6'9""",235,25/3/88,29,,,N,99,DEN,Denver,Nuggets
9358,Asik,Omer,3,C,"7'0""",255,4/7/86,31,,,N,110,NOP,New Orleans,Pelicans
9190,Augustin,D.J.,12,PG,"6'0""",183,10/11/87,29,"New Orleans, LA",USA,N,95,ORL,Orlando,Magic
9276,Ayres,Jeff,19,C,"6'9""",240,28/4/87,30,"Ontario, CA",USA,N,102,LAC,Los Angeles,Clippers
9360,Babbitt,Luke,5,SF,"6'9""",217,20/6/89,28,"Cincinnati, OH",USA,N,92,MIA,Miami,Heat
10102,Baker,Ron,31,G,"6'4""",220,30/3/93,24,,,N,83,NYK,New York,Knicks
10131,Baldwin IV,Wade,4,G,"6'4""",202,29/3/96,21,,,N,107,MEM,Memphis,Grizzlies
9229,Barbosa,Leandro,19,SG,"6'3""",194,28/11/82,34,Sao Paulo,Brazil,N,104,PHX,Phoenix,Suns
9180,Barea,J.J.,5,PG,"6'0""",185,26/6/84,33,,,N,108,DAL,Dallas,Mavericks
9298,Barnes,Matt,22,SF,"6'7""",226,9/3/80,37,"Santa Clara, CA",USA,N,103,SAC,Sacramento,Kings
9220,Barnes,Harrison,40,F,"6'8""",225,30/5/92,25,"Ames, IO",USA,N,108,DAL,Dallas,Mavericks
9197,Barton,Will,5,SG,"6'6""",175,6/1/91,26,,,N,99,DEN,Denver,Nuggets
9288,Bass,Brandon,2,PF,"6'8""",250,30/4/85,32,"Baton Rouge, LA",USA,N,102,LAC,Los Angeles,Clippers
9133,Batum,Nicolas,5,SF,"6'8""",200,14/12/88,28,Lisieux,France,N,93,CHA,Charlotte,Hornets
9323,Bayless,Jerryd,19,SG,"6'3""",200,20/8/88,29,,,N,90,MIL,Milwaukee,Bucks
9211,Baynes,Aron,12,C,"6'10""",260,9/12/86,30,,,N,88,DET,Detroit,Pistons
9086,Bazemore,Kent,24,SF,"6'5""",201,1/7/89,28,,,N,91,ATL,Atlanta,Hawks
9523,Beal,Bradley,3,SG,"6'5""",207,28/6/93,24,,,N,94,WAS,Washington,Wizards
10133,Beasley,Malik,25,G,"6'5""",196,26/11/96,20,,,N,99,DEN,Denver,Nuggets
9245,Beasley,Michael,9,F,"6'10""",235,9/1/89,28,,,N,90,MIL,Milwaukee,Bucks
9470,Belinelli,Marco,33,SG,"6'5""",215,25/3/86,31,Bologna,Italy,N,93,CHA,Charlotte,Hornets
10156,Bembry,DeAndre',95,F,"6'6""",210,4/7/94,23,,,N,91,ATL,Atlanta,Hawks
10143,Bender,Dragan,35,F,"7'1""",225,17/11/97,19,,,N,104,PHX,Phoenix,Suns
9544,Bennett,Anthony,13,PF,"6'8""",245,13/3/93,24,"Toronto, ON",Canada,N,84,BRO,Brooklyn,Nets
11964,Bentil,Ben,,PF,"6'8""",229,29/3/95,22,Sekondi-Takoradi,Ghana,N,108,DAL,Dallas,Mavericks
10109,Bertans,Davis,42,F,"6'10""",210,12/11/92,24,,,N,106,SAS,San Antonio,Spurs
9239,Beverley,Patrick,2,PG,"6'1""",185,12/7/88,29,,,N,109,HOU,Houston,Rockets
9497,Biyombo,Bismack,18,C,"6'9""",255,28/8/92,25,Lubumbashi,Congo,N,95,ORL,Orlando,Magic
9348,Bjelica,Nemanja,88,PF,"6'10""",240,9/5/88,29,,,N,100,MIN,Minnesota,Timberwolves
9284,Black,Tarik,28,C,"6'9""",250,22/11/91,25,,,N,105,LAL,Los Angeles,Lakers
9428,Bledsoe,Eric,2,PG,"6'1""",190,9/12/89,27,,,N,104,PHX,Phoenix,Suns
9114,Bogdanovic,Bojan,44,SF,"6'8""",216,17/4/89,28,,,N,84,BRO,Brooklyn,Nets
9217,Bogut,Andrew,12,C,"7'0""",260,27/11/84,32,Melbourne,Australia,N,108,DAL,Dallas,Mavericks
10106,Bolomboy,Joel,21,F,"6'9""",235,28/1/94,23,,,N,98,UTA,Utah,Jazz
9434,Booker,Devin,1,SG,"6'6""",206,30/10/96,20,,,N,104,PHX,Phoenix,Suns
9508,Booker,Trevor,35,PF,"6'8""",228,25/11/87,29,,USA,N,84,BRO,Brooklyn,Nets
9308,Bosh,Chris,1,PF,"6'11""",235,24/3/84,33,"Dallas, TX",USA,N,92,MIA,Miami,Heat
9097,Bradley,Avery,0,SG,"6'2""",180,26/11/90,26,,,N,82,BOS,Boston,Celtics
9240,Brewer,Corey,33,SF,"6'9""",186,4/3/86,31,,,N,109,HOU,Houston,Rockets
10127,Brogdon,Malcolm,13,G,"6'5""",215,11/12/92,24,,,N,90,MIL,Milwaukee,Bucks
9154,Brooks,Aaron,10,PG,"6'0""",185,14/1/85,32,"Seattle, WA",USA,N,87,IND,Indiana,Pacers
9289,Brown,Anthony,21,SF,"6'7""",210,10/10/92,25,,,N,110,NOP,New Orleans,Pelicans
10147,Brown,Bobby,8,G,"6'2""",175,24/9/84,33,,,N,109,HOU,Houston,Rockets
10090,Brown,Jaylen,7,SF,"6'7""",225,24/8/96,21,"Marietta, GA",USA,N,82,BOS,Boston,Celtics
10118,Brussino,Nicolas,9,F,"6'8""",215,2/3/93,24,Santa Fe,Argentina,N,108,DAL,Dallas,Mavericks
9278,Bryant,Kobe,24,SF,"6'6""",212,22/8/78,39,"Philadelphi, PA",USA,N,105,LAL,Los Angeles,Lakers
9204,Bullock,Reggie,25,SF,"6'7""",205,16/3/91,26,,,N,88,DET,Detroit,Pistons
9504,Burke,Trey,31,PG,"6'1""",185,12/11/92,24,"Columbus, OH",USA,N,94,WAS,Washington,Wizards
9507,Burks,Alec,10,SG,"6'6""",214,20/7/91,26,,,N,98,UTA,Utah,Jazz
9465,Butler,Caron,31,SF,"6'7""",228,13/3/80,37,,,N,103,SAC,Sacramento,Kings
9152,Butler,Jimmy,21,SG,"6'7""",220,14/9/89,28,"Houston, TX",USA,N,89,CHI,Chicago,Bulls
9494,Caboclo,Bruno,20,SF,"6'9""",205,21/9/95,22,Osasco,Brazil,N,81,TOR,Toronto,Raptors
9370,Calderon,Jose,29,PG,"6'3""",210,27/9/81,36,Villanueva de la Serena,Spain,N,105,LAL,Los Angeles,Lakers
9203,Caldwell-Pope,Kentavious,5,SG,"6'5""",205,18/2/93,24,,,N,88,DET,Detroit,Pistons
9414,Canaan,Isaiah,0,SG,"6'0""",201,21/5/91,26,,,N,89,CHI,Chicago,Bulls
9237,Capela,Clint,15,C,"6'10""",240,18/5/94,23,,,N,109,HOU,Houston,Rockets
9496,Carroll,DeMarre,5,SF,"6'8""",212,27/7/86,31,"Birmingham, AL",USA,N,81,TOR,Toronto,Raptors
9292,Carter,Vince,15,SG,"6'6""",220,26/1/77,40,,,N,107,MEM,Memphis,Grizzlies
9327,Carter-Williams,Michael,7,PG,"6'6""",190,10/10/91,26,,,N,89,CHI,Chicago,Bulls
9462,Casspi,Omri,18,SF,"6'9""",225,21/6/88,29,,,N,103,SAC,Sacramento,Kings
9461,Cauley-Stein,Willie,0,C,"7'0""",240,18/8/93,24,,,N,103,SAC,Sacramento,Kings
9435,Chandler,Tyson,4,C,"7'1""",240,2/10/82,35,,,N,104,PHX,Phoenix,Suns
9188,Chandler,Wilson,21,F,"6'8""",225,10/5/87,30,,,N,99,DEN,Denver,Nuggets
10144,Chriss,Marquese,,F,"6'10""",233,2/7/97,20,,,N,104,PHX,Phoenix,Suns
9258,Christmas,Rakeem,25,PF,"6'9""",250,1/12/91,25,,,N,87,IND,Indiana,Pacers
10088,Christon,Semaj,6,G,"6'3""",190,1/11/92,24,,,N,96,OKL,Oklahoma City,Thunder
9230,Clark,Ian,21,SG,"6'3""",175,7/3/91,26,"Memphis, TN",USA,N,101,GSW,Golden State,Warriors
9283,Clarkson,Jordan,6,SG,"6'5""",185,7/6/92,25,,,N,105,LAL,Los Angeles,Lakers
9363,Cole,Norris,30,PG,"6'2""",175,13/10/88,29,,,N,96,OKL,Oklahoma City,Thunder
9460,Collison,Darren,7,PG,"6'0""",175,23/8/87,30,,,N,103,SAC,Sacramento,Kings
9389,Collison,Nick,4,PF,"6'10""",255,26/10/80,37,,,N,96,OKL,Oklahoma City,Thunder
9296,Conley,Mike,11,PG,"6'1""",175,11/10/87,30,,,N,107,MEM,Memphis,Grizzlies
9456,Connaughton,Pat,5,SG,"6'5""",206,6/1/93,24,,,N,97,POR,Portland,Trail Blazers
11981,Cook,Quinn,,PG,"6'2""",179,23/3/93,24,"Washington, DC",USA,N,108,DAL,Dallas,Mavericks
9457,Cousins,DeMarcus,15,C,"6'11""",270,12/8/90,27,,,N,103,SAC,Sacramento,Kings
9420,Covington,Robert,33,SF,"6'9""",215,14/12/90,26,,,N,85,PHI,Philadelphia,76ers
9448,Crabbe,Allen,23,SG,"6'6""",210,9/4/92,25,,,N,97,POR,Portland,Trail Blazers
9263,Crawford,Jamal,11,SG,"6'5""",195,20/3/80,37,,,N,102,LAC,Los Angeles,Clippers
9662,Crawford,Drew,1,SG,"6'5""",209,18/10/90,27,"Naperville, IL",USA,N,81,TOR,Toronto,Raptors
12221,Crawford,Jordan,,SG,,,,,,,N,110,NOP,New Orleans,Pelicans
9107,Crowder,Jae,99,SF,"6'6""",235,6/7/90,27,,,N,82,BOS,Boston,Celtics
9359,Cunningham,Dante,44,SF,"6'8""",230,22/4/87,30,,,N,110,NOP,New Orleans,Pelicans
9467,Curry,Seth,30,PG,"6'2""",185,23/8/90,27,"Charlotte, NC",USA,N,108,DAL,Dallas,Mavericks
9218,Curry,Stephen,30,PG,"6'3""",185,14/3/88,29,"Akron, Ohio",USA,N,101,GSW,Golden State,Warriors
9136,Daniels,Troy,30,SG,"6'4""",204,15/7/91,26,"Roanoke, VA",USA,N,107,MEM,Memphis,Grizzlies
9354,Davis,Anthony,23,PF,"6'10""",253,11/3/93,24,,,N,110,NOP,New Orleans,Pelicans
9453,Davis,Ed,17,PF,"6'10""",240,5/6/89,28,,,N,97,POR,Portland,Trail Blazers
10132,Davis,Deyonta,23,F,"6'10""",240,2/12/96,20,,,N,107,MEM,Memphis,Grizzlies
9274,Dawson,Branden,22,PF,"6'6""",225,1/2/93,24,"Gary, IN",USA,N,95,ORL,Orlando,Magic
9404,Dedmon,Dewayne,3,C,"7'0""",245,12/8/89,28,"Lancaster, CA",USA,N,106,SAS,San Antonio,Spurs
9238,Dekker,Sam,7,SF,"6'9""",230,6/5/94,23,,,N,109,HOU,Houston,Rockets
10154,Delaney,Malcolm,5,G,"6'3""",190,11/3/89,28,,,N,91,ATL,Atlanta,Hawks
9166,Dellavedova,Matthew,8,PG,"6'4""",200,8/9/90,27,Maryborough,Australia,N,90,MIL,Milwaukee,Bucks
9307,Deng,Luol,19,PF,"6'9""",220,16/4/85,32,Wau,Sudan,N,105,LAL,Los Angeles,Lakers
9489,DeRozan,DeMar,10,SG,"6'7""",220,7/8/89,28,"Compton, CA",USA,N,81,TOR,Toronto,Raptors
10137,Diallo,Cheick,13,F,"6'9""",220,13/9/96,21,,,N,110,NOP,New Orleans,Pelicans
9473,Diaw,Boris,33,PF,"6'8""",250,16/4/82,35,Corneilles-en-Parisis,France,N,98,UTA,Utah,Jazz
9340,Dieng,Gorgui,5,C,"6'11""",241,18/1/90,27,Kebemer,Senegal,N,100,MIN,Minnesota,Timberwolves
9209,Dinwiddie,Spencer,18,PG,"6'6""",200,6/4/93,24,"Los Angeles, CA",USA,N,84,BRO,Brooklyn,Nets
9364,Douglas,Toney,16,PG,"6'2""",195,16/3/86,31,,,N,107,MEM,Memphis,Grizzlies
9314,Dragic,Goran,7,PG,"6'3""",190,6/5/86,31,,,N,92,MIA,Miami,Heat
9202,Drummond,Andre,0,C,"6'11""",279,10/8/93,24,,,N,88,DET,Detroit,Pistons
9528,Dudley,Jared,1,PF,"6'7""",225,10/7/85,32,"San Diego, CA",USA,N,104,PHX,Phoenix,Suns
9482,Duncan,Tim,21,C,"6'11""",250,25/4/76,41,"Christiansted, Virgin Islands",USA,N,106,SAS,San Antonio,Spurs
9153,Dunleavy,Mike,34,SF,"6'9""",220,15/9/80,37,"Fort Worth, TX",USA,N,86,CLE,Cleveland,Cavaliers
10129,Dunn,Kris,3,G,"6'4""",205,18/3/94,23,,,N,100,MIN,Minnesota,Timberwolves
9386,Durant,Kevin,35,SF,"6'9""",240,29/9/88,29,"Washinton, DC",USA,N,101,GSW,Golden State,Warriors
9530,Eddie,Jarell,8,SF,"6'7""",218,30/10/91,25,,,N,104,PHX,Phoenix,Suns
10120,Ellenson,Henry,8,F,"6'11""",245,13/1/97,20,,,N,88,DET,Detroit,Pistons
9121,Ellington,Wayne,21,SG,"6'4""",200,29/10/87,29,"Wynnewood, PA",USA,N,92,MIA,Miami,Heat
9253,Ellis,Monta,11,SG,"6'3""",185,26/10/85,32,,,N,87,IND,Indiana,Pacers
9418,Embiid,Joel,21,C,"7'0""",250,16/3/94,23,Yaounde,Cameroon,N,85,PHI,Philadelphia,76ers
9330,Ennis,Tyler,6,PG,"6'0""",175,24/8/94,23,"Brampton, ON",Canada,N,109,HOU,Houston,Rockets
9367,Ennis III,James,8,SF,"6'7""",210,1/7/90,27,"Ventura, CA",USA,N,107,MEM,Memphis,Grizzlies
9356,Evans,Tyreke,1,SG,"6'6""",220,18/9/89,28,,,N,110,NOP,New Orleans,Pelicans
9182,Evans,Jeremy,21,SF,"6'9""",200,24/10/87,30,"Crossett, AK",USA,N,87,IND,Indiana,Pacers
9509,Exum,Dante,11,G,"6'6""",190,13/7/95,22,,,N,98,UTA,Utah,Jazz
9189,Faried,Kenneth,35,PF,"6'8""",228,19/11/89,27,,,N,99,DEN,Denver,Nuggets
9305,Farmar,Jordan,20,PG,"6'2""",180,30/11/86,30,,,N,103,SAC,Sacramento,Kings
9505,Favors,Derrick,15,PF,"6'10""",265,15/7/91,26,,,N,98,UTA,Utah,Jazz
10161,Felder,Kay,20,G,"5'9""",176,29/3/95,22,"Detroit, MI",USA,N,86,CLE,Cleveland,Cavaliers
9156,Felicio,Cristiano,6,C,"6'10""",275,7/7/92,25,Pouso Alegre,Brazil,N,89,CHI,Chicago,Bulls
9175,Felton,Raymond,29,PG,"6'1""",205,26/6/84,33,"Marion, CA",USA,N,102,LAC,Los Angeles,Clippers
10179,Ferrell,Yogi,11,G,"6'0""",180,8/5/93,24,"Indianapolis, IN",USA,N,84,BRO,Brooklyn,Nets
10117,Finney-Smith,Dorian,10,F,"6'8""",220,4/5/93,24,,,N,108,DAL,Dallas,Mavericks
10110,Forbes,Bryn,11,G,"6'3""",190,23/7/93,24,,,N,106,SAS,San Antonio,Spurs
9399,Fournier,Evan,10,SF,"6'7""",205,29/10/92,24,,,N,95,ORL,Orlando,Magic
9391,Foye,Randy,2,SG,"6'4""",213,24/9/83,34,,USA,N,84,BRO,Brooklyn,Nets
9366,Frazier,Tim,2,PG,"6'1""",170,1/11/90,26,,,N,110,NOP,New Orleans,Pelicans
9159,Frye,Channing,9,C,"6'11""",255,17/5/83,34,,,N,86,CLE,Cleveland,Cavaliers
9187,Gallinari,Danilo,8,SF,"6'10""",225,8/8/88,29,,,N,99,DEN,Denver,Nuggets
9372,Galloway,Langston,21,PG,"6'2""",200,8/12/91,25,"Baton Rouge, LA",USA,N,110,NOP,New Orleans,Pelicans
11883,Garino,Patricio,,SG,"6'6""",203,17/5/93,24,Mar del Plata,Argentina,N,95,ORL,Orlando,Magic
9337,Garnett,Kevin,21,PF,"6'11""",240,18/5/76,41,"Mauldin, SC",USA,N,100,MIN,Minnesota,Timberwolves
9149,Gasol,Pau,16,C,"7'0""",250,6/7/80,37,Barcelona,Spain,N,106,SAS,San Antonio,Spurs
9295,Gasol,Marc,33,C,"7'1""",255,29/1/85,32,Barcelona,Spain,N,107,MEM,Memphis,Grizzlies
9459,Gay,Rudy,8,SF,"6'8""",230,17/8/86,31,,,N,103,SAC,Sacramento,Kings
10121,Gbinije,Michael,9,F,"6'7""",200,5/6/92,25,,,N,88,DET,Detroit,Pistons
9361,Gee,Alonzo,15,SF,"6'6""",225,29/5/87,30,,,N,99,DEN,Denver,Nuggets
9250,George,Paul,13,SF,"6'9""",220,2/5/90,27,,,N,87,IND,Indiana,Pacers
11748,Georges-Hunt,Marcus,24,G,"6'6""",220,28/3/94,23,,,N,95,ORL,Orlando,Magic
9144,Gibson,Taj,22,PF,"6'9""",225,24/6/85,32,,,N,89,CHI,Chicago,Bulls
11307,Gibson,Jonathan,3,G,,,8/11/87,29,"West Covina, CA",USA,N,108,DAL,Dallas,Mavericks
9478,Ginobili,Manu,20,SG,"6'6""",205,28/7/77,40,Bahía Blanca,Argentina,N,106,SAS,San Antonio,Spurs
9503,Gobert,Rudy,27,C,"7'1""",245,26/6/92,25,,,N,98,UTA,Utah,Jazz
9429,Goodwin,Archie,8,PG,"6'5""",205,17/8/94,23,,,N,110,NOP,New Orleans,Pelicans
9352,Gordon,Eric,10,SG,"6'4""",215,25/12/88,28,"Indianapolis, IN",USA,N,109,HOU,Houston,Rockets
9406,Gordon,Aaron,0,PF,"6'9""",220,16/9/95,22,,,N,95,ORL,Orlando,Magic
9519,Gortat,Marcin,13,C,"6'11""",240,17/2/84,33,,,N,94,WAS,Washington,Wizards
11719,Gortat,X,,C,,,,,,,N,86,CLE,Cleveland,Cavaliers
10125,Graham,Treveon,12,F,"6'6""",226,28/10/93,24,"Washington, DC",USA,N,93,CHA,Charlotte,Hornets
9419,Grant,Jerami,39,SF,"6'8""",210,12/3/94,23,,,N,85,PHI,Philadelphia,76ers
9374,Grant,Jerian,13,PG,"6'4""",198,9/10/92,25,"Silver Spring, MD",USA,N,89,CHI,Chicago,Bulls
9477,Green,Danny,14,SG,"6'6""",215,22/6/87,30,,,N,106,SAS,San Antonio,Spurs
9271,Green,Jeff,8,SF,"6'9""",235,28/8/86,31,"Cheverly, MD",USA,N,95,ORL,Orlando,Magic
9517,Green,Erick,18,PG,"6'4""",185,8/5/91,26,"Inglewood, CA",USA,N,98,UTA,Utah,Jazz
9302,Green,JaMychal,0,PF,"6'9""",227,21/6/90,27,,,N,107,MEM,Memphis,Grizzlies
9228,Green,Draymond,23,PF,"6'7""",230,4/3/90,27,"Saginaw, MI",USA,N,101,GSW,Golden State,Warriors
9316,Green,Gerald,14,SG,"6'7""",205,26/1/86,31,,,N,82,BOS,Boston,Celtics
9262,Griffin,Blake,32,PF,"6'10""",251,16/3/89,28,"Oklahoma City, OK",USA,N,102,LAC,Los Angeles,Clippers
9141,Gutierrez,Jorge,12,PG,"6'3""",191,26/12/88,28,Chihuahua,Mexico,N,93,CHA,Charlotte,Hornets
9658,Hamilton,Justin,41,C,"7'0""",260,1/4/90,27,,USA,N,84,BRO,Brooklyn,Nets
9657,Hammons,A.J.,20,C,"7'0""",260,27/8/92,25,"Gary, IN",USA,N,108,DAL,Dallas,Mavericks
9087,Hardaway Jr.,Tim,10,SG,"6'6""",205,16/3/92,25,,,N,91,ATL,Atlanta,Hawks
9232,Harden,James,13,SG,"6'5""",220,26/8/89,28,"Los Angeles, CA",USA,N,109,HOU,Houston,Rockets
9444,Harkless,Maurice,4,SF,"6'9""",215,11/5/93,24,,,N,97,POR,Portland,Trail Blazers
9563,Harper,Justin,,PF,"6'10""",225,30/8/89,28,"Richmond, VA",USA,N,85,PHI,Philadelphia,76ers
9244,Harrell,Montrezl,35,PF,"6'8""",240,26/1/94,23,,,N,109,HOU,Houston,Rockets
9540,Harris,Joe,,SG,"6'6""",219,7/9/91,26,"Chelan, WA",USA,N,84,BRO,Brooklyn,Nets
9212,Harris,Tobias,34,PF,"6'9""",235,15/7/92,25,"Islip, NY",USA,N,88,DET,Detroit,Pistons
9176,Harris,Devin,34,PG,"6'3""",192,27/2/83,34,,,N,108,DAL,Dallas,Mavericks
12250,Harris,Manny,6,SG,"6'5""",185,21/9/89,28,"Detroit, MI",USA,N,108,DAL,Dallas,Mavericks
9191,Harris,Gary,14,SG,"6'4""",210,14/9/94,23,,,N,99,DEN,Denver,Nuggets
10130,Harrison,Andrew,5,G,"6'6""",213,28/10/94,23,,,N,107,MEM,Memphis,Grizzlies
9140,Harrison,Aaron,9,SG,"6'6""",210,28/10/94,23,,,N,93,CHA,Charlotte,Hornets
9310,Haslem,Udonis,40,PF,"6'8""",235,9/6/80,37,,,N,92,MIA,Miami,Heat
9132,Hawes,Spencer,0,PF,"7'1""",245,27/4/88,29,"Seattle, WA",USA,N,93,CHA,Charlotte,Hornets
9506,Hayward,Gordon,20,SF,"6'8""",226,23/3/90,27,,,N,98,UTA,Utah,Jazz
9450,Henderson,Gerald,9,SG,"6'5""",215,9/12/87,29,"Caldwell, NJ",USA,N,85,PHI,Philadelphia,76ers
9324,Henson,John,31,C,"6'11""",229,28/12/90,26,,,N,90,MIL,Milwaukee,Bucks
10101,Hernangomez,Guillermo,14,C,"6'11""",240,27/5/94,23,,Spain,N,83,NYK,New York,Knicks
10135,Hernangomez,Juancho,41,F,"6'9""",230,28/9/95,22,,,N,99,DEN,Denver,Nuggets
9409,Hezonja,Mario,23,SF,"6'8""",215,25/2/95,22,Dubrovnik,Croatia,N,95,ORL,Orlando,Magic
9277,Hibbert,Roy,55,C,"7'2""",270,9/12/86,30,"Queens, NY",USA,N,93,CHA,Charlotte,Hornets
9531,Hickson,JJ,21,C,"6'9""",242,4/9/88,29,,,N,94,WAS,Washington,Wizards
10136,Hield,Buddy,24,G,"6'4""",214,16/12/93,23,,,N,110,NOP,New Orleans,Pelicans
9521,Hilario,Nene,42,PF,"6'11""",250,,,Sao Carlos,Brazil,N,109,HOU,Houston,Rockets
9248,Hill,George,3,PG,"6'3""",192,4/5/86,31,"Indianapolis, IN",USA,N,98,UTA,Utah,Jazz
9256,Hill,Jordan,27,C,"6'10""",235,27/7/87,30,"Newberry, SC",USA,N,100,MIN,Minnesota,Timberwolves
9251,Hill,Solomon,40,SF,"6'7""",225,18/3/91,26,"Harvey, IL",USA,N,110,NOP,New Orleans,Pelicans
9215,Hilliard,Darrun,6,SG,"6'6""",205,13/4/93,24,,,N,88,DET,Detroit,Pistons
9085,Hinrich,Kirk,12,PG,"6'4""",190,1/1/81,36,"Sioux City, IA",USA,N,91,ATL,Atlanta,Hawks
9155,Holiday,Justin,7,SG,"6'6""",185,5/4/89,28,"Mission Hills, CA",USA,N,83,NYK,New York,Knicks
9355,Holiday,Jrue,11,PG,"6'4""",205,12/6/90,27,,,N,110,NOP,New Orleans,Pelicans
9116,Hollis-Jefferson,Rondae,24,SF,"6'7""",220,3/1/95,22,,,N,84,BRO,Brooklyn,Nets
9422,Holmes,Richaun,22,PF,"6'10""",245,15/10/93,24,,,N,85,PHI,Philadelphia,76ers
9510,Hood,Rodney,5,SG,"6'8""",206,20/10/92,25,,,N,98,UTA,Utah,Jazz
9082,Horford,Al,15,C,"6'10""",245,3/6/86,31,Rio,DominicanRepublic,N,82,BOS,Boston,Celtics
10173,House,Danuel,4,F,"6'7""",215,7/6/93,24,,,N,94,WAS,Washington,Wizards
9236,Howard,Dwight,8,C,"6'11""",265,8/12/85,31,"Atlanta, GA",USA,N,91,ATL,Atlanta,Hawks
9290,Huertas,Marcelo,9,PG,"6'3""",185,25/5/83,34,Sao Paulo,Brazil,N,105,LAL,Los Angeles,Lakers
9397,Huestis,Josh,34,PF,"6'7""",230,19/12/91,25,,,N,96,OKL,Oklahoma City,Thunder
9096,Humphries,Kris,43,PF,"6'9""",235,6/2/85,32,"Chaska, MN",USA,N,91,ATL,Atlanta,Hawks
9106,Hunter,RJ,28,SG,"6'5""",185,24/10/93,24,,,N,89,CHI,Chicago,Bulls
9388,Ibaka,Serge,7,PF,"6'10""",245,17/9/89,28,Brazzaville,Congo,N,95,ORL,Orlando,Magic
9223,Iguodala,Andre,9,SF,"6'6""",207,28/1/84,33,"Springfield, IL",USA,N,101,GSW,Golden State,Warriors
9400,Ilyasova,Ersan,7,PF,"6'10""",235,14/5/87,30,Eskisehir,Turkey,N,96,OKL,Oklahoma City,Thunder
9513,Ingles,Joe,2,SF,"6'8""",226,30/9/87,30,Happy Valley,Australia,N,98,UTA,Utah,Jazz
10149,Ingram,Brandon,14,F,"6'9""",190,2/9/97,20,,,N,105,LAL,Los Angeles,Lakers
9157,Irving,Kyrie,2,PG,"6'3""",193,23/3/92,25,"Melbourne, Victoria",Australia,N,86,CLE,Cleveland,Cavaliers
9113,Jack,Jarrett,2,PG,"6'3""",200,28/10/83,34,"Baltimore, MD",USA,N,110,NOP,New Orleans,Pelicans
10119,Jackson,Demetrius,9,G,"6'1""",201,7/9/94,23,,,N,82,BOS,Boston,Celtics
9213,Jackson,Reggie,1,PG,"6'3""",208,16/4/90,27,,,N,88,DET,Detroit,Pistons
